SampleID,Raw_SampleID,Raw_bam,Spike_in_label,Sample_type,Spike_in_ratio,Replicate,Spike_in_name,Spike_in_resource,Bam_file,Bam_file_tumor
CRCC5_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,5.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__005_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__005_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
CRCC5_spike_in__001_from_ZMG048S_label_Gastric_replicate_2,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,1.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__001_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__001_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_0,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,10.0,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_1,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,10.0,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_2,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,10.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__01_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,0.5,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,0.1,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,0.5,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,0.1,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,0.1,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0001_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2,CRCC5,/mnt/BACKUP_NAS05/ECDTM_repository/align/2-ZCRCC5_M502-M702_R1.fastq.p1.gz_bismark_bt2_pe.deduplicated.bam,Gastric,cfDNA,0.5,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/CRCC5_spike_in__0005_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_2,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,0.5,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_0,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,1.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_1,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,1.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_0,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,0.5,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_2,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,1.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__001_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_1,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,0.5,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_2,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,10.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_1,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,10.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_0,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,10.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__01_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_2,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,0.1,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_0,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,5.0,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_1,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,5.0,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_0,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,0.1,0,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_0.tumor.bam
K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_2,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,5.0,2,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__005_from_ZNC04S_label_CRC_replicate_2.tumor.bam
K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_1,K0AI90,/mnt/BACKUP_NAS05/ECDTM_repo/R3617/align/43-K0AI90T_M579-M779.deduplicated.bam,CRC,cfDNA,0.1,1,ZNC04S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZNC04S/ZNC04S/ZNC04S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0AI90_spike_in__0001_from_ZNC04S_label_CRC_replicate_1.tumor.bam
K0103_spike_in__001_from_ZMG048S_label_Gastric_replicate_2,K0103,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0103CT8T_M571-M771.deduplicated.bam,Gastric,cfDNA,1.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__001_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__001_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0103_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1,K0103,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0103CT8T_M571-M771.deduplicated.bam,Gastric,cfDNA,0.5,1,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__0005_from_ZMG048S_label_Gastric_replicate_1.tumor.bam
K0103_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0,K0103,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0103CT8T_M571-M771.deduplicated.bam,Gastric,cfDNA,0.1,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__0001_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
K0103_spike_in__005_from_ZMG048S_label_Gastric_replicate_2,K0103,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0103CT8T_M571-M771.deduplicated.bam,Gastric,cfDNA,5.0,2,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__005_from_ZMG048S_label_Gastric_replicate_2.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__005_from_ZMG048S_label_Gastric_replicate_2.tumor.bam
K0103_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0,K0103,/mnt/BACKUP_NAS05/ECDTM_repository/align/1-K0103CT8T_M571-M771.deduplicated.bam,Gastric,cfDNA,0.5,0,ZMG048S,/mnt/NAS_PROJECT/vol_ECDteam/hieunho/output/tissue_highdepth_only_450_TMD_region/ZMG048S/ZMG048S/ZMG048S.changed_chr_format_only450TMDregion_sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0.sorted.bam,/mnt/archiving/DATA_HIEUNHO/Spike_in/220924_spike_in_TMD_samples_use_tissue_highdepth/01_Subsampling_merge_sort_index/K0103_spike_in__0005_from_ZMG048S_label_Gastric_replicate_0.tumor.bam
